id,Applicants MCC Licence No,Applicant Name,MCC Medicine Reg No ,Nappi Code,ATC 4 ,Medicine Schedule,Proprietary Name,Active Ingredients,Strength,Unit,Dosage Form,Pack Size,Quantity,Manufacturer Price,Logistics Fee,VAT,SEP,Unit Price,Effective Date,Status,Originator or Generic,Volume of Sales,,,
8854,600,Medicine Developers International CC,33/20.1.2/0047,716611001,J01CE,S4,Athlone Phenoxymethylpenicillin 125/5 ml,Phenoxymethyl penicillin potassium ,125,mg,SUS,100,1,6.5,0.65,1,8.16,0.08,28 May 2014,,Generic,,,,
8855,600,Medicine Developers International CC,36/20.1.1/0164,717496001,J01FA,S4,Varimax,Azithromycin,250,mg,CAP,6,1,70.3,6.95,10.82,88.07,14.68,28 May 2014,,Generic,,,,
8856,600,Medicine Developers International CC,H1584,717502001,R01AB,S1,Rinol,Phenylephrine,2.5,mg,NOD,25,1,12.11,1.2,1.86,15.18,0.61,28 May 2014,,Generic,,,,
8857,,,,,,,,NAPHAZOLINE NITRATE,0.25,mg,,,,,,,,,,,,,,,
8858,600,Medicine Developers International CC,31/2.7/0193,717725001,N02BE,S1,Actamol Tabets,Paracetamol,500,mg,TAB,1000,1,100.76,9.96,15.5,126.23,0.13,28 May 2014,,Generic,,,,
8859,600,Medicine Developers International CC,Q/2.8/302,719182001,NO2BE,S2,Meridol-D Paediatric Syrup,Paracetamol,150,mg/5ml,SYR,100,1,17.83,1.6,2.72,22.16,0.22,28 May 2014,,Originator,,,,
8860,600,Medicine Developers International CC,,719182001,,,,Codeine Phosphate,4,mg/5ml,,,,,,0,,,,,,,,,
8861,600,Medicine Developers International CC,,719182001,,,,Diphenhydramine Hydrochlode,10,mg/5ml,,,,,,0,,,,,,,,,
8862,600,Medicine Developers International CC,X/2.8/109,719662001,NO2BE,S1,Cogesic ,Paracetamol,500,mg,TAB,1000,1,205.49,20.33,31.61,257.43,0.26,28 May 2014,,Generic,,,,
8863,,,,,,,,Codeine Phosphate,8,mg,,,,,,,,,,,,,,,
8864,778,Medicine Developers International CC,H/10.1/192,738239003,R05DA,S2,Linctodyl Cough Linctus,Ammonium chloride,125,mg,SYR,100,1,10.28,1.02,1.58,12.88,0.13,28 May 2014,,Generic,,,,
8865,,,,,,,,Dextromethorphan,15,mg,,,,,,,,,,,,,,,
8866,,,,,,,,Ephedrine,7.5,mg,,,,,,,,,,,,,,,
8867,778,Medicine Developers International CC,H/10.1/192,738239012,R05DA,S2,Linctodyl Cough Linctus,Ammonium chloride,125,mg,SYR,200,1,21.79,2.15,3.35,27.3,0.14,28 May 2014,,Generic,,,,
8868,,,,,,,,Dextromethorphan,15,mg,,,,,,,,,,,,,,,
8869,,,,,,,,Ephedrine,7.5,mg,,,,,,,,,,,,,,,
8870,778,Medicine Developers International CC,X/2.8/176,787043002,N02BE,S1,Codorol Tablets,Codorol Tablets,500,mg,TAB,1000,1,205.49,20.32,31.61,257.43,0.26,28 May 2014,,Generic,,,,
8871,,,,,,,,Paracetamol,500,mg,,,,,,,,,,,,,,,
8872,600,Medicine Developers International CC,X/3.1/167,788996003,M01AB,S3,Mediflex,Indomethacin,25,mg,CAP,1000,1,92.61,9.16,14.25,116.02,0.12,28 May 2014,,Generic,,,,
8873,600,Medicine Developers International CC,Y/20.2.6/260,792136013,J01XD,S4,Suprazole,Metronidazole,400,mg,TAB,1000,1,113.24,11.2,17.42,141.87,0.14,28 May 2014,,Generic,,,,
8874,778,Medicine Developers International CC,Y/10.1/261,792144007,R06AA,S2,Bencough Expectorant,Ammonium chloride,136,mg,SYR,100,1,8.2,0.81,1.26,10.27,0.1,28 May 2014,,Generic,,,,
8875,,,,,,,,Diphenhydramine,14,mg,,,,,,,,,,,,,,,
8876,,,,,,,,Sodium citrate,65,mg,,,,,,,,,,,,,,,
8877,778,Medicine Developers International CC,27/2.8/0242,793566002,N02BE,S2,Goldgesic Syrup,Paracetamol,119,mg,SYR,100,1,6.64,0.66,1.02,8.31,0.08,28 May 2014,,Generic,,,,
8878,,,,,,,,Paracetamol,120,mg,,,,,,,,,,,,,,,
8879,,,,,,,,Promethazine,6.5,mg,,,,,,,,,,,,,,,
8880,778,Medicine Developers International CC,27/2.8/0249,793574022,N02BE,S5,Goldgesic,Paracetamol,320,mg,TAB,1000,1,240.83,23.82,37.05,301.7,0.3,28 May 2014,,Generic,,,,
8881,,,,,,,,Meprobamate,15,mg,,,,,,,,,,,,,,,
8882,,,,,,,,Paracetamol,320,mg,,,,,,,,,,,,,,,
8883,600,Medicine Developers International CC,28/3.1/0044,805238026,M01AE,S3,Naproscript 250mg,Naproxen,250,mg,TAB,500,1,138.35,13.68,21.28,173.31,0.35,28 May 2014,,Generic,,,,
8884,600,Medicine Developers International CC,36/2.8/0270,814547001,N02BE,S2,Nomopain,Paracetamol,450,mg,TAB,20,1,9.6,0.95,1.48,12.03,0.6,28 May 2014,,Generic,,,,
8885,,,,,,,,Doxylamine Succinate,5,mg,,,,,,,,,,,,,,,
8886,,,,,,,,Caffeine,30,mg,,,,,,,,,,,,,,,
8887,,,,,,,,Codeine Phosphate,10,mg,,,,,,,,,,,,,,,
8888,600,Medicine Developers International CC,36/2.8/0270,814547028,N02BE,S2,Nomopain,Paracetamol,450,mg,TAB,100,1,47.63,4.71,7.33,59.67,0.6,28 May 2014,,Generic,,,,
8889,,,,,,,,Doxylamine Succinate,5,mg,,,,,,,,,,,,,,,
8890,,,,,,,,Caffeine,30,mg,,,,,,,,,,,,,,,
8891,,,,,,,,Codeine Phosphate,10,mg,,,,,,,,,,,,,,,
8892,778,Medicine Developers International CC,Z/3.1/338,893201001,M01AB,S3,Difenject 75mg Ampoules,Diclofenac Sodium,75,mg,INJ,3,50,42.73,4.23,6.57,53.53,0.36,26 March 2013,,generic,,,,
8893,479,Medivision (Pty) Ltd,32/20.2.2/0042,717811001,G01AF,S2,Glenmark Clotrimazole 1 Vaginal Tablet,Clotrimazole,500,mg,VAT,1,1,50.64,5.91,7.92,64.46,64.46,20 March 2013,,Generic,,,,
8894,479,Medivision (Pty) Ltd,32/20.2.2/0041,717811002,G01AF,S2,Glenmark Clotrimazole 6 Vaginal Tablet,Clotrimazole,100,mg,VAT,6,1,19.6,2.4,3.08,25.08,4.18,22 January 2014,,Generic,,,,
8895,479,Medivision (Pty) Ltd,A40/21.2/0232,718231001,A10BA,S3,Metchek 500,Metformin Hydrochloride,500,mg,TAB,100,1,25.89,3.11,4.06,33.06,0.33,11 February 2013,,Generic,,,,
8896,479,Medivision (Pty) Ltd,A40/21.2/0233,718232001,A10BA,S3,Metchek 850,Metformin Hydrochloride,850,mg,TAB,60,1,28.57,3.43,4.48,36.48,0.61,11 February 2013,,Generic,,,,
8897,479,Medivision (Pty) Ltd,A40/15.1/0048,719415001,S01AE,S4,Ceprolen Eye Drop,Ciprofloxacin Hydrochloride,3,mg/ml,OPD,5,1,79.12,6.33,11.96,97.41,19.48,08 September 2014,,Generic,,,,
8898,479,Medivision (Pty) Ltd,43/21.12/0010,720035001,L02BG,S4,Medivision Anastrozole 1,Anastrozole,1,mg,TAB,30,1,452.4,36.2,68.4,557,18.57,08 September 2014,,Generic,,,,
8899,567,Medpro Pharmaceutica (Pty) Ltd,33/5.7.2/0466,702573001,R06AE,S2,Pinaloid  ,Cyclizine Hydrochloride,50,mg,TAB,10,1,9.92,0.79,1.5,12.22,1.22,13 June 2014,,Generic,,,,
8900,567,Medpro Pharmaceutica (Pty) Ltd,33/20.2.2/0267,702574001,G01AF,S1,Pinaspor V,Clotrimazole,10,mg/g,VCR,50,1,21.78,1.74,3.29,26.81,0.54,13 June 2014,,Generic,,,,
8901,567,Medpro Pharmaceutica (Pty) Ltd,28/2.7/0582,714707001,N02BE  ,S2,Pyngesic T,Paracetamol,500,mg,TAB,100,1,13.88,1.11,2.1,17.09,0.17,13 June 2014,,Generic,,,,
8902,567,Medpro Pharmaceutica (Pty) Ltd,28/2.7/0583,714708001,N02BE ,S2,Pyngesic S,Paracetamol,120,mg/5ml,SYR,100,1,12.07,0.97,1.83,14.86,0.15,13 June 2014,,Generic,,,,
8903,567,Medpro Pharmaceutica (Pty) Ltd,X/11.4.2/234,789933101,A02AG,S2,Gelumen ,Dried Aluminium Hydroxide Gel,400,mg/10ml,SUS,200,1,14.95,1.2,2.26,18.4,0.09,13 June 2014,,Generic,,,,
8904,,,,,,,,Light Magnesium oxide,200,mg/10ml,,,,,,,,,,,,,,,
8905,,,,,,,,Dicyclomine Hydrochloride,5,mg/10ml,,,,,,,,,,,,,,,
8906,567,Medpro Pharmaceutica (Pty) Ltd,X/10.1/340,789976005,R06AA,S2,Medilyn ,Ammonium Chloride,136,mg/5ml,SOL,100,1,9.44,0.75,1.43,11.62,0.12,13 June 2014,,Generic,,,,
8907,,,,,,,,Sodium citrate,56,mg/5ml,,,,,,,,,,,,,,,
8908,,,,,,,,Diphenhydramine Hydrochloride,14,mg/5ml,,,,,,,,,,,,,,,
8909,567,Medpro Pharmaceutica (Pty) Ltd,X/10.1/340,789976013,R06AA,S2,Medilyn ,Ammonium Chloride,136,mg/5ml,SOL,200,1,18.85,1.51,2.85,23.21,0.12,13 June 2014,,Generic,,,,
8910,,,,,,,,Diphenhydramine,14,mg/5ml,,,,,,,,,,,,,,,
8911,,,,,,,,Sodium citrate,56,mg/5ml,,,,,,,,,,,,,,,
8912,567,Medpro Pharmaceutica (Pty) Ltd,X/2.8/299,789984008,N02BE,S2,Pynmed-Syrup / Stroop,Paracetamol,120,mg/5ml,SYR,100,1,12.86,1.03,1.94,15.83,0.16,13 June 2014,,Generic,,,,
8913,,,,,,,,Promethazine Hydrochloride,6.5,mg/5ml,,,,,,,,,,,,,,,
8914,,,,,,,,Codeine Phosphate,5,mg/5ml,,,,,,,,,,,,,,,
8915,567,Medpro Pharmaceutica (Pty) Ltd,X/2.8/298,789992027,N02BE,S5,Pynmed Tablets / Tablette,Paracetamol ,320,mg,TAB,100,1,23.22,1.86,3.51,28.59,0.29,13 June 2014,,Generic,,,,
8916,,,,,,,,Meprobamate,150,mg,,,,,,,,,,,,,,,
8917,,,,,,,,Caffeine Anhydrous,32,mg,,,,,,,,,,,,,,,
8918,,,,,,,,Codeine Phosphate,8,mg,,,,,,,,,,,,,,,
8919,567,Medpro Pharmaceutica (Pty) Ltd,27/5.7.2/0204,792845005,R06AE,S2,Medazine S,Cyclizine Hydrochloride,12.5,mg/5ml,SYR,50,1,12.05,0.96,1.82,14.83,0.3,13 June 2014,,Generic,,,,
8920,567,Medpro Pharmaceutica (Pty) Ltd,27/5.7.2/0203,792853024,R06AE,S2,Medazine T,Cyclizine Hydrochloride,50,mg,TAB,10,1,10.26,0.82,1.55,12.63,1.26,13 June 2014,,Generic,,,,
8921,567,Medpro Pharmaceutica (Pty) Ltd,28/20.2.2/0119,799696005,D01AC,S1,Medaspor Topical,Clotrimazole,10,mg/g,CRE,20,1,11.75,0.94,1.78,14.47,0.72,13 June 2014,,Generic,,,,
8922,567,Medpro Pharmaceutica (Pty) Ltd,27/10.1/0490,808717006,R01BA,S2,Medifed Linctus,Pseudoephedrine Hydrochloride,30,mg/5ml,SOL,200,1,39.42,3.15,5.96,48.54,0.24,13 June 2014,,Generic,,,,
8923,,,,,,,,Dextromethorphan,10,mg/5ml,,,,,,,,,,,,,,,
8924,,,,,,,,Triprolidine Hydrochloride,1.25,mg/5ml,,,,,,,,,,,,,,,
8925,567,Medpro Pharmaceutica (Pty) Ltd,27/10.1/0490,808717014,R01BA,S2,Medifed Linctus,Pseudoephedrine Hydrochloride,30,mg/5ml,SOL,100,1,19.71,1.58,2.98,24.27,0.24,13 June 2014,,Generic,,,,
8926,,,,,,,,Dextromethorphan,10,mg/5ml,,,,,,,,,,,,,,,
8927,,,,,,,,Tripolidine Hydrochloride,1.25,mg/5ml,,,,,,,,,,,,,,,
8928,567,Medpro Pharmaceutica (Pty) Ltd,28/20.1.2/0239,808741012,J01CA,S4,Promoxil 250,Amoxycillin Trihydrate,250,mg,CAP,500,1,133.14,10.65,20.13,163.92,0.33,13 June 2014,,Generic,,,,
8929,567,Medpro Pharmaceutica (Pty) Ltd,28/20.1.2/0240,808768026,JO1CA,S4,Promoxil 500,Amoxycillin Trihydrate  ,500,mg,CAP,100,1,54.95,4.4,8.31,67.66,0.68,13 June 2014,,Generic,,,,
8930,567,Medpro Pharmaceutica (Pty) Ltd,28/20.1.2/0269,830488006,J01CA,S4,Promoxil S,Amoxycillin,125,mg/5ml,POW,100,1,5.82,0.47,0.88,7.17,0.07,13 June 2014,,Generic,,,,
8931,567,Medpro Pharmaceutica (Pty) Ltd,28/20.1.2/0270,830496009,J01CA,S4,Promoxil Sf,Amoxycillin,250,mg/5ml,SUS,100,1,7.94,0.64,1.2,9.78,0.1,13 June 2014,,Generic,,,,
8932,567,Medpro Pharmaceutica (Pty) Ltd,27/20.2.2/0285,832391018,G01AF,S1,Medaspor  Vaginal Cream,Clotrimazole,10,mg/g,VCR,50,1,23.03,1.84,3.48,28.35,0.57,13 June 2014,,Generic,,,,
8933,567,Medpro Pharmaceutica (Pty) Ltd,31/13.2/0296,861065018,N05CX,S1,Spregal Spray , Piperonyl Butoxide,50.4,mg/g,SPO,200,1,113.44,9.08,17.15,139.67,0.7,13 June 2014,,Originator,,,,
8934,,,,,,,,Esdepallethrine,6.3,mg/g,,,,,,,,,,,,,,,
8935,220,Medwich Pharma (Pty) Ltd,41/8.1/0742,714722001,B02AA,S4,Tranexamic Acid Medwich 500,Tranexamic Acid,500,mg,TAB,100,1,359.96,40,55.99,455.94,4.56,09 June 2010,,generic,,,,
8936,820,Mentholatum South Africa (Pty) Ltd,29/3.1/0654,833096001,MO2AA,S1,Deep Relief,Ibuprofen,50,mg/g,JEL,25,1,16.88,1.27,2.54,20.69,0.83,08 May 2014, ,Generic,,,,
8937,820,Mentholatum South Africa (Pty) Ltd,29/3.1/0654,833096028,MO2AA,S1,Deep Relief,Ibuprofen,50,mg/g,JEL,50,1,33.76,2.54,5.08,41.38,0.83,08 May 2014, ,Generic,,,,
8938,169,Merck (Pty) Ltd,36/21.2/0411,701109001,A10BA,S3,Glucovance 250Mg/1.25Mg,Glibenclamide,1.25,mg,TAB,30,1,29.56,3.03,4.56,37.15,1.24,11 April 2014,,originator,,,,
8939,,,,,,,,Metformin,250,mg,,,,,,,,,,,,,,,
8940,169,Merck (Pty) Ltd,36/21.2/0411,701109002,A10BA,S3,Glucovance 250Mg/1.25Mg,Glibenclamide,1.25,mg,TAB,60,1,59.2,6.06,9.14,74.4,1.24,11 April 2014,,originator,,,,
8941,,,,,,,,Metformin,250,mg,,,,,,,,,,,,,,,
8942,169,Merck (Pty) Ltd,36/21.2/0412,701111001,A10BA,S3,Glucovance 500Mg/2.5Mg,Glibenclamide,2.5,mg,TAB,30,1,59.2,6.06,9.14,74.4,2.48,11 April 2014,,originator,,,,
8943,,,,,,,,Metformin,500,mg,,,,,,,,,,,,,,,
8944,169,Merck (Pty) Ltd,36/21.2/0412,701111002,A10BA,S3,Glucovance 500Mg/2.5Mg,Glibenclamide,2.5,mg,TAB,60,1,118.35,12.12,18.27,148.74,2.48,11 April 2014,,originator,,,,
8945,,,,,,,,Metformin,500,mg,,,,,,,,,,,,,,,
8946,169,Merck (Pty) Ltd,36/21.2/0413,701112001,A10BA,S3,Glucovance 500Mg/5Mg,Glibenclamide,5,mg,TAB,30,1,59.2,6.06,9.14,74.4,2.48,11 April 2014,,originator,,,,
8947,,,,,,,,Metformin,500,mg,,,,,,,,,13 March 2009,,,,,,
8948,169,Merck (Pty) Ltd,36/21.2/0413,701112002,A10BA,S1,Glucovance 500Mg/5Mg,Glibenclamide,5,mg,TAB,60,1,118.35,12.12,18.27,148.74,2.48,11 April 2014,,originator,,,,
8949,,,,,,,,Metformin,500,mg,,,,,,,,,13 March 2009,,,,,,
8950,169,Merck (Pty) Ltd,37/21.2/0272,703909001,A10BA,S3,Glucophage ,Metformin,1000,mg,TAB,60,1,51.73,5.3,7.98,65.01,1.08,11 April 2014,,originator,,,,
8951,169,Merck (Pty) Ltd,37/21.2/0272,703909002,A10BA,S3,Glucophage ,Metformin,1000,mg,TAB,300,1,258.64,26.5,39.92,325.06,1.08,11 April 2014,,originator,,,,
8952,169,Merck (Pty) Ltd,36/6.1/0457,704439001,C07AB,S3,Cardicor ,Bisoprolol,2.5,mg,TAB,30,1,74.43,7.63,11.49,93.55,3.12,11 April 2014,,originator,,,,
8953,169,Merck (Pty) Ltd,36/6.1/0458,704440001,C07AB,S3,Cardicor ,Bisoprolol,5,mg,TAB,30,1,78.34,8.02,12.09,98.45,3.28,11 April 2014,,originator,,,,
8954,169,Merck (Pty) Ltd,36/6.1/0459,704441001,C07AB,S4,Cardicor ,Bisoprolol,10,mg,TAB,30,1,123.87,12.69,19.12,155.68,5.19,11 April 2014,,originator,,,,
8955,169,Merck (Pty) Ltd,A38/21.8.2/0615,705334001,G03DA,S4,Crinone,Progesterone Gel,90,mg/dose,VAG,15,1,428.33,24.84,63.44,516.62,34.44,11 April 2014,,originator,,,,
8956,169,Merck (Pty) Ltd,38/5.2/0080,706178001,C07AB,S3,Betacor,Bisoprolol Fumarate,5,mg,TAB,30,1,42,2.54,6.24,50.78,1.69,11 April 2014,,originator,,,,
8957,169,Merck (Pty) Ltd,38/5.2/0081,706179001,C07AB,S3,Betacor,Bisoprolol Fumarate,10,mg,TAB,30,1,70.59,4.27,10.48,85.34,2.84,11 April 2014,,originator,,,,
8958,169,Merck (Pty) Ltd,38/5.1/0278,707128001,C01CA,S4,Epipen Junior,Adrenaline,0.15,mg/0.3ml,INJ,0.3,1,628.16,64.41,96.96,789.53,2631.77,11 April 2014,,originator,,,,
8959,169,Merck (Pty) Ltd,A39/21.10/0631,707508001,C03GA,S4,Gonal-F Pen 300 I.U./0.5 Ml (22µg/0.5 Ml),Follitropin Alfa,300,IU,INJ,0.5,1,815.93,47.32,120.86,984.11,1968.22,11 April 2014,,originator,,,,
8960,169,Merck (Pty) Ltd,A39/21.10/0632,707509001,C03GA,S4,Gonal-F Pen 450 I.U./0.75 Ml (33µg/0.75 Ml),Follitropin Alfa,450,IU,INJ,0.75,1,1223.89,70.98,181.28,1476.15,1968.2,11 April 2014,,originator,,,,
8961,169,Merck (Pty) Ltd,A39/21.10/0633,707510001,C03GA,S4,Gonal-F Pen 900 I.U./1.5 Ml (66µg/1.5 Ml),Follitropin Alfa,900,IU,INJ,1.5,1,2447.8,141.96,362.57,2952.33,1968.22,11 April 2014,,originator,,,,
8962,169,Merck (Pty) Ltd,34/26/0398,707516003,L01BC,S4,Uft,Tegafur,100,mg,CAP,36,1,944.14,54.76,139.85,1138.75,31.63,11 April 2014,,originator,,,,
8963,169,Merck (Pty) Ltd,37/21.10/0560,707690001,G03GA,S4,Luveris,Lutropin Alfa,75,IU/vial,POR,1,1,195.86,11.35,29.01,236.22,236.22,11 April 2014,,originator,,,,
8964,169,Merck (Pty) Ltd,37/21.10/0374,708241001,G03GA,S4,Ovidrel,Choriogonadotropin Alfa,250,mcg,INJ,1,1,262.49,15.22,38.88,316.59,316.59,11 April 2014,,originator,,,,
8965,169,Merck (Pty) Ltd,34/16.1/0366,708510001,R01AB,S1,Iliadin 0.01%,Oxymetazoline Hcl,0.1,mg/ml,NOD,5,1,26.84,2.75,4.14,33.73,6.75,11 April 2014,,originator,,,,
8966,169,Merck (Pty) Ltd,A40/30.2/0061,710034001,L01XC,S4,Erbitux 2Mg/Ml,Cetuximab,2,mg/ml,INJ,50,1,2364.5,177.34,355.86,2897.69,2897.69,11 April 2014,,originator,,,,
8967,169,Merck (Pty) Ltd,A39/21.2/0027,710196001,A10BA,S3,Glucophage Xr,Metformin,500,mg,TAB,90,1,50.99,5.23,7.87,64.09,0.71,11 April 2014,,originator,,,,
8968,169,Merck (Pty) Ltd,A39/21.2/0027,710196002,A10BA,S3,Glucophage Xr,Metformin ,500,mg,TAB,120,1,67.99,6.97,10.49,85.45,0.71,11 April 2014,,originator,,,,
8969,169,Merck (Pty) Ltd,A93/21.12/0064,710346001,H01CC,S4,Cetrotide 0.25Mg,Cetrorelix Acetate,0.25,mg,INJ,1,1,328.44,19.04,48.65,396.13,396.13,11 April 2014,,originator,,,,
8970,169,Merck (Pty) Ltd,A39/21.12/0065,710347001,H01CC,S4,Cetrotide 3Mg,Cetrorelix Acetate,3,mg,INJ,1,1,1173.7,68.07,173.85,1415.62,471.87,11 April 2014,,originator,,,,
8971,169,Merck (Pty) Ltd,A39/21.3/0402,713168001,HO3AA,S3,Euthyrox 50 µg,Levothyroxine Sodium,50,µg,TAB,100,1,52.51,5.38,8.1,66,0.66,11 April 2014,discontinued,originator,,,,
8972,169,Merck (Pty) Ltd,A39/21.3/0402,713168002,HO3AA,S3,Euthyrox 50 µg,Levothyroxine Sodium,50,µg,TAB,30,1,16.67,1.71,2.57,20.95,0.7,11 April 2014,,originator,,,,
8973,169,Merck (Pty) Ltd,A39/21.3/0403,713169001,HO3AA,S3,Euthyrox 100 µg,Levothyroxine Sodium,100,µg,TAB,100,1,74.79,7.67,11.54,94,0.94,11 April 2014,discontinued,originator,,,,
8974,169,Merck (Pty) Ltd,A39/21.3/0403,713169002,HO3AA,S3,Euthyrox 100 µg,Levothyroxine Sodium,100,µg,TAB,30,1,23.73,2.43,3.66,29.82,0.99,11 April 2014,,originator,,,,
8975,169,Merck (Pty) Ltd,A39/21.3/0401,713172001,HO3AA,S3,Euthyrox 25 µg,Levothyroxine Sodium,25,µg,TAB,100,1,39.21,4.02,6.05,49.28,0.49,11 April 2014,discontinued,originator,,,,
8976,169,Merck (Pty) Ltd,A39/21.3/0401,713172002,HO3AA,S3,Euthyrox 25 µg,Levothyroxine Sodium,25,µg,TAB,30,1,12.45,1.28,1.92,15.65,0.52,11 April 2014,,originator,,,,
8977,169,Merck (Pty) Ltd,41/30.2/0883,715052001,L01XC,S4,Erbitux 5Mg/Ml,Cetuximab,5,mg/ml,INF,20,1,2444.07,97.76,355.86,2897.69,144.88,11 April 2014,,originator,,,,
8978,169,Merck (Pty) Ltd,W/20.1.1/256,715656001,J01DD,S4,Fixime 400 Mg,Cefixime,400,mg,TAB,1,1,20.76,2.13,3.2,26.09,26.09,11 April 2014,,originator,,,,
8979,169,Merck (Pty) Ltd,W/20.1.1/256,715656002,J01DD,S4,Fixime 400 Mg,Cefixime,400,mg,TAB,5,1,103.79,10.64,16.02,130.45,26.09,11 April 2014,,originator,,,,
8980,169,Merck (Pty) Ltd,34/34/0096,717085001,L03AB,S4,Rebif 22,Interferon Beta-1a,22,μg/0.5ml,PFP,0.5,12,7592.03,303.69,1105.4,9001.12,1500.19,09 June 2014,,Originator,,,,
8981,169,Merck (Pty) Ltd,35/34/0188,717093001,L03AB,S4,Rebif 44,Interferon Beta-1a,44,μg/0.5ml,PFP,0.5,12,8457.53,338.3,1231.42,10027.25,1671.21,09 June 2014,,Originator,,,,
8982,169,Merck (Pty) Ltd,44/21/10/0781,717165001,G03GA,S4,Pergoveris 150 I.U/75 I.U,Follitropin Alfa (R-Hfsh),150,IU/Vial,INJ,1,1,438,25.4,64.88,528.28,528.28,11 April 2014,,originator,,,,
8983,,,,,,,,Lutropin Alfa (r-hLH),75,IU/Vial,,,,,,,,,,,,,,,
8984,169,Merck (Pty) Ltd,S/12/154,717169006,P02BA,S4,Cysticide,Praziquantel,500,mg,TAB,100,1,1731.24,177.45,267.22,2175.91,21.76,11 April 2014,,originator,,,,
8985,169,Merck (Pty) Ltd,41/21.10/0523,717380001,G03GA,S4,"Ovitrelle 250 µg/0,5 Ml",Choriogonadotropin Alfa,250,"µg/0,5ml",PFS,0.5,1,293.82,17.03,43.52,354.37,708.74,11 April 2014,,originator,,,,
8986,169,Merck (Pty) Ltd,37/7.1.3/0564,720031001,C07BB,S3,Ziabeta 2.5/6.25mg,Bisoprolol Fumarate,2.5,mg,TAB,30,1,79.96,5.1,11.91,96.97,3.23,01 July 2014,,Originator ,,,,
8987,,,,,,,,Hydrochlorothiazide,6.25,mg,,,,,,,,,,,,,,,
8988,169,Merck (Pty) Ltd,37/7.1.3/0610,720032001,C07BB,S3,Ziabeta 5/6.25mg,Bisoprolol Fumarate,5,mg,TAB,30,1,79.96,5.1,11.91,96.97,3.23,01 July 2014,,Originator ,,,,
8989,,,,,,,,Hydrochlorothiazide,6.25,mg,,,,,,,,,,,,,,,
8990,169,Merck (Pty) Ltd,37/7.1.3/0611,720033001,C07BB,S3,Ziabeta 10/6.25mg,Bisoprolol Fumarate,10,mg,TAB,30,1,79.96,5.1,11.91,96.97,3.23,01 July 2014,,Originator ,,,,
8991,,,,,,,,Hydrochlorothiazide,6.25,mg,,,,,,,,,,,,,,,
8992,169,Merck (Pty) Ltd,N/1.2/205,723002002,N06AA,S5,Emdalen,Lofepramine,70,mg,TAB,30,1,203.57,20.86,31.42,255.85,8.53,11 April 2014,,originator,,,,
8993,169,Merck (Pty) Ltd,N/1.2/205,723002010,N06AA,S5,Emdalen,Lofepramine,70,mg,TAB,100,1,678.6,69.55,104.74,852.89,8.53,11 April 2014,,originator,,,,
8994,169,Merck (Pty) Ltd,B1412 (Act 101/1965),723231001,N06BX,S3,Encephabol,Pyritinol,80.5,mg,TAB,100,1,628.09,64.4,96.95,789.44,7.89,11 April 2014,,originator,,,,
8995,169,Merck (Pty) Ltd,G3244 (Act 101/1965),729159027,A10BA,S3,Glucophage ,Metformin,500,mg,TAB,500,1,217.94,22.33,33.64,273.91,0.55,11 April 2014,,originator,,,,
8996,169,Merck (Pty) Ltd,G3244 (Act 101/1965),729159028,A10BA,S3,Glucophage ,Metformin,500,mg,TAB,90,1,39.23,4.01,6.05,49.29,0.55,11 April 2014,,originator,,,,
8997,169,Merck (Pty) Ltd,F/21.2/145,729167003,A10BA,S3,Glucophage ,Metformin,850,mg,TAB,60,1,47.63,4.88,7.35,59.86,1,11 April 2014,,originator,,,,
8998,169,Merck (Pty) Ltd,F/21.2/145,729167011,A10BA,S3,Glucophage ,Metformin,850,mg,TAB,300,1,238.25,24.42,36.77,299.44,1,11 April 2014,,originator,,,,
8999,169,Merck (Pty) Ltd,H1400 (Act 101/1965),732257018,R01AA,S1,Iliadin Nose Drops 0.05% (10Ml),Oxymetazoline Hcl,0.5,mg/ml,NOD,10,1,31.2,3.2,4.82,39.22,3.92,11 April 2014,,originator,,,,
9000,169,Merck (Pty) Ltd,H1597 (Act 101/1965),732265002,R01AA,S1,Iliadin Metered Spray 0.05% ,Oxymetazoline Hcl,0.5,mg/ml,NAS,10,1,42.41,4.34,6.55,53.3,5.33,11 April 2014,,originator,,,,
9001,169,Merck (Pty) Ltd,V/16.1/296,732281008,R01AA,S1,Iliadin Paediatric 0.025%,Oxymetazoline Hcl,0.25,mg/ml,NOD,10,1,33.78,3.45,5.21,42.44,4.24,11 April 2014,,originator,,,,
9002,169,Merck (Pty) Ltd,H1597 (Act 101/1965),732303001,R01AA,S1,Iliadin Nasal Spray 0.05% ,Oxymetazoline Hcl,0.5,mg/ml,NAS,20,1,33.32,3.41,5.14,41.87,2.09,11 April 2014,,originator,,,,
9003,,,,,,,,Sodium chloride,5.38,g/1000ml,,,,,,,,,,,,,,,
9004,,,,,,,,Sodium lactate,4.48,g/1000ml,,,,,,,,,,,,,,,
9005,169,Merck (Pty) Ltd,V/16.1/296,732338018,R01AA,S1,Iliadin Paediatric 0.025%,Oxymetazoline Hcl,0.25,mg/ml,NAS,10,1,46.11,4.72,7.12,57.95,5.8,11 April 2014,,originator,,,,
9006,169,Merck (Pty) Ltd,C769 (Act 101/1965),732400007,R05FA,S2,Ilvico,Brompheniramine,3,mg/5ml,SYR,150,1,41.48,4.25,6.4,52.13,0.35,11 April 2014,,originator,,,,
